symbol,longAccount,longShortRatio,shortAccount,timestamp
BTCUSDT,0.5464,1.2046,0.4536,2025-08-08 04:00:00+00:00
BTCUSDT,0.5487,1.2158,0.4513,2025-08-08 05:00:00+00:00
BTCUSDT,0.5475,1.2099,0.4525,2025-08-08 06:00:00+00:00
BTCUSDT,0.5525,1.2346,0.4475,2025-08-08 07:00:00+00:00
BTCUSDT,0.5541,1.2427,0.4459,2025-08-08 08:00:00+00:00
BTCUSDT,0.5556,1.2502,0.4444,2025-08-08 09:00:00+00:00
BTCUSDT,0.5563,1.2538,0.4437,2025-08-08 10:00:00+00:00
BTCUSDT,0.5564,1.2543,0.4436,2025-08-08 11:00:00+00:00
BTCUSDT,0.5553,1.2487,0.4447,2025-08-08 12:00:00+00:00
BTCUSDT,0.5536,1.2401,0.4464,2025-08-08 13:00:00+00:00
BTCUSDT,0.5539,1.2416,0.4461,2025-08-08 14:00:00+00:00
BTCUSDT,0.5575,1.2599,0.4425,2025-08-08 15:00:00+00:00
BTCUSDT,0.5643,1.2952,0.4357,2025-08-08 16:00:00+00:00
BTCUSDT,0.5658,1.3031,0.4342,2025-08-08 17:00:00+00:00
BTCUSDT,0.565,1.2989,0.435,2025-08-08 18:00:00+00:00
BTCUSDT,0.5632,1.2894,0.4368,2025-08-08 19:00:00+00:00
BTCUSDT,0.5667,1.3079,0.4333,2025-08-08 20:00:00+00:00
BTCUSDT,0.566,1.3041,0.434,2025-08-08 21:00:00+00:00
BTCUSDT,0.5659,1.3036,0.4341,2025-08-08 22:00:00+00:00
BTCUSDT,0.5642,1.2946,0.4358,2025-08-08 23:00:00+00:00
BTCUSDT,0.5625,1.2857,0.4375,2025-08-09 00:00:00+00:00
BTCUSDT,0.5588,1.2665,0.4412,2025-08-09 01:00:00+00:00
BTCUSDT,0.5573,1.2589,0.4427,2025-08-09 02:00:00+00:00
BTCUSDT,0.5558,1.2512,0.4442,2025-08-09 03:00:00+00:00
BTCUSDT,0.5584,1.2645,0.4416,2025-08-09 04:00:00+00:00
BTCUSDT,0.5604,1.2748,0.4396,2025-08-09 05:00:00+00:00
BTCUSDT,0.5617,1.2815,0.4383,2025-08-09 06:00:00+00:00
BTCUSDT,0.565,1.2989,0.435,2025-08-09 07:00:00+00:00
BTCUSDT,0.5638,1.2925,0.4362,2025-08-09 08:00:00+00:00
BTCUSDT,0.5749,1.3524,0.4251,2025-08-09 09:00:00+00:00
BTCUSDT,0.5709,1.3305,0.4291,2025-08-09 10:00:00+00:00
BTCUSDT,0.5668,1.3084,0.4332,2025-08-09 11:00:00+00:00
BTCUSDT,0.5686,1.318,0.4314,2025-08-09 12:00:00+00:00
BTCUSDT,0.5713,1.3326,0.4287,2025-08-09 13:00:00+00:00
BTCUSDT,0.5744,1.3496,0.4256,2025-08-09 14:00:00+00:00
BTCUSDT,0.579,1.3753,0.421,2025-08-09 15:00:00+00:00
BTCUSDT,0.5818,1.3912,0.4182,2025-08-09 16:00:00+00:00
BTCUSDT,0.5835,1.401,0.4165,2025-08-09 17:00:00+00:00
BTCUSDT,0.5849,1.4091,0.4151,2025-08-09 18:00:00+00:00
BTCUSDT,0.5859,1.4149,0.4141,2025-08-09 19:00:00+00:00
BTCUSDT,0.5879,1.4266,0.4121,2025-08-09 20:00:00+00:00
BTCUSDT,0.5879,1.4266,0.4121,2025-08-09 21:00:00+00:00
BTCUSDT,0.5902,1.4402,0.4098,2025-08-09 22:00:00+00:00
BTCUSDT,0.5903,1.4408,0.4097,2025-08-09 23:00:00+00:00
BTCUSDT,0.5908,1.4438,0.4092,2025-08-10 00:00:00+00:00
BTCUSDT,0.5926,1.4546,0.4074,2025-08-10 01:00:00+00:00
BTCUSDT,0.5913,1.4468,0.4087,2025-08-10 02:00:00+00:00
BTCUSDT,0.5882,1.4284,0.4118,2025-08-10 03:00:00+00:00
BTCUSDT,0.5599,1.2722,0.4401,2025-08-10 04:00:00+00:00
BTCUSDT,0.5541,1.2427,0.4459,2025-08-10 05:00:00+00:00
BTCUSDT,0.5576,1.2604,0.4424,2025-08-10 06:00:00+00:00
BTCUSDT,0.562,1.2831,0.438,2025-08-10 07:00:00+00:00
BTCUSDT,0.5641,1.2941,0.4359,2025-08-10 08:00:00+00:00
BTCUSDT,0.5623,1.2847,0.4377,2025-08-10 09:00:00+00:00
BTCUSDT,0.5573,1.2589,0.4427,2025-08-10 10:00:00+00:00
BTCUSDT,0.5559,1.2517,0.4441,2025-08-10 11:00:00+00:00
BTCUSDT,0.5532,1.2381,0.4468,2025-08-10 12:00:00+00:00
BTCUSDT,0.5491,1.2178,0.4509,2025-08-10 13:00:00+00:00
BTCUSDT,0.5458,1.2017,0.4542,2025-08-10 14:00:00+00:00
BTCUSDT,0.5409,1.1782,0.4591,2025-08-10 15:00:00+00:00
BTCUSDT,0.5388,1.1683,0.4612,2025-08-10 16:00:00+00:00
BTCUSDT,0.5379,1.164,0.4621,2025-08-10 17:00:00+00:00
BTCUSDT,0.5383,1.1659,0.4617,2025-08-10 18:00:00+00:00
BTCUSDT,0.5392,1.1701,0.4608,2025-08-10 19:00:00+00:00
BTCUSDT,0.5404,1.1758,0.4596,2025-08-10 20:00:00+00:00
BTCUSDT,0.5307,1.1308,0.4693,2025-08-10 21:00:00+00:00
BTCUSDT,0.5313,1.1336,0.4687,2025-08-10 22:00:00+00:00
BTCUSDT,0.5265,1.1119,0.4735,2025-08-10 23:00:00+00:00
BTCUSDT,0.5253,1.1066,0.4747,2025-08-11 00:00:00+00:00
BTCUSDT,0.521,1.0877,0.479,2025-08-11 01:00:00+00:00
BTCUSDT,0.5068,1.0276,0.4932,2025-08-11 02:00:00+00:00
BTCUSDT,0.5116,1.0475,0.4884,2025-08-11 03:00:00+00:00
BTCUSDT,0.5028,1.0113,0.4972,2025-08-11 04:00:00+00:00
BTCUSDT,0.4999,0.9996,0.5001,2025-08-11 05:00:00+00:00
BTCUSDT,0.4966,0.9865,0.5034,2025-08-11 06:00:00+00:00
BTCUSDT,0.4953,0.9814,0.5047,2025-08-11 07:00:00+00:00
BTCUSDT,0.4883,0.9543,0.5117,2025-08-11 08:00:00+00:00
BTCUSDT,0.4954,0.9818,0.5046,2025-08-11 09:00:00+00:00
BTCUSDT,0.4959,0.9837,0.5041,2025-08-11 10:00:00+00:00
BTCUSDT,0.4835,0.9361,0.5165,2025-08-11 11:00:00+00:00
BTCUSDT,0.492,0.9685,0.508,2025-08-11 12:00:00+00:00
BTCUSDT,0.5086,1.035,0.4914,2025-08-11 13:00:00+00:00
BTCUSDT,0.525,1.1053,0.475,2025-08-11 14:00:00+00:00
BTCUSDT,0.528,1.1186,0.472,2025-08-11 15:00:00+00:00
BTCUSDT,0.5266,1.1124,0.4734,2025-08-11 16:00:00+00:00
BTCUSDT,0.5253,1.1066,0.4747,2025-08-11 17:00:00+00:00
BTCUSDT,0.5267,1.1128,0.4733,2025-08-11 18:00:00+00:00
BTCUSDT,0.5275,1.1164,0.4725,2025-08-11 19:00:00+00:00
BTCUSDT,0.5317,1.1354,0.4683,2025-08-11 20:00:00+00:00
BTCUSDT,0.5368,1.1589,0.4632,2025-08-11 21:00:00+00:00
BTCUSDT,0.5418,1.1825,0.4582,2025-08-11 22:00:00+00:00
BTCUSDT,0.5454,1.1997,0.4546,2025-08-11 23:00:00+00:00
BTCUSDT,0.5496,1.2202,0.4504,2025-08-12 00:00:00+00:00
BTCUSDT,0.5526,1.2351,0.4474,2025-08-12 01:00:00+00:00
BTCUSDT,0.5555,1.2497,0.4445,2025-08-12 02:00:00+00:00
BTCUSDT,0.5459,1.2022,0.4541,2025-08-12 03:00:00+00:00
BTCUSDT,0.5448,1.1968,0.4552,2025-08-12 04:00:00+00:00
BTCUSDT,0.546,1.2026,0.454,2025-08-12 05:00:00+00:00
BTCUSDT,0.546,1.2026,0.454,2025-08-12 06:00:00+00:00
BTCUSDT,0.5458,1.2017,0.4542,2025-08-12 07:00:00+00:00
BTCUSDT,0.5453,1.1993,0.4547,2025-08-12 08:00:00+00:00
BTCUSDT,0.5443,1.1944,0.4557,2025-08-12 09:00:00+00:00
BTCUSDT,0.5538,1.2411,0.4462,2025-08-12 10:00:00+00:00
BTCUSDT,0.5556,1.2502,0.4444,2025-08-12 11:00:00+00:00
BTCUSDT,0.5576,1.2604,0.4424,2025-08-12 12:00:00+00:00
BTCUSDT,0.5574,1.2594,0.4426,2025-08-12 13:00:00+00:00
BTCUSDT,0.5596,1.2707,0.4404,2025-08-12 14:00:00+00:00
BTCUSDT,0.5565,1.2548,0.4435,2025-08-12 15:00:00+00:00
BTCUSDT,0.5508,1.2262,0.4492,2025-08-12 16:00:00+00:00
BTCUSDT,0.5449,1.1973,0.4551,2025-08-12 17:00:00+00:00
BTCUSDT,0.5467,1.206,0.4533,2025-08-12 18:00:00+00:00
BTCUSDT,0.5456,1.2007,0.4544,2025-08-12 19:00:00+00:00
BTCUSDT,0.5447,1.1964,0.4553,2025-08-12 20:00:00+00:00
BTCUSDT,0.5449,1.1973,0.4551,2025-08-12 21:00:00+00:00
BTCUSDT,0.5431,1.1887,0.4569,2025-08-12 22:00:00+00:00
BTCUSDT,0.5429,1.1877,0.4571,2025-08-12 23:00:00+00:00
BTCUSDT,0.5426,1.1863,0.4574,2025-08-13 00:00:00+00:00
BTCUSDT,0.5415,1.181,0.4585,2025-08-13 01:00:00+00:00
BTCUSDT,0.5439,1.1925,0.4561,2025-08-13 02:00:00+00:00
BTCUSDT,0.5676,1.3127,0.4324,2025-08-13 03:00:00+00:00
BTCUSDT,0.57,1.3256,0.43,2025-08-13 04:00:00+00:00
BTCUSDT,0.5715,1.3337,0.4285,2025-08-13 05:00:00+00:00
BTCUSDT,0.5732,1.343,0.4268,2025-08-13 06:00:00+00:00
BTCUSDT,0.5715,1.3337,0.4285,2025-08-13 07:00:00+00:00
BTCUSDT,0.5699,1.325,0.4301,2025-08-13 08:00:00+00:00
BTCUSDT,0.5663,1.3057,0.4337,2025-08-13 09:00:00+00:00
BTCUSDT,0.5631,1.2889,0.4369,2025-08-13 10:00:00+00:00
BTCUSDT,0.5573,1.2589,0.4427,2025-08-13 11:00:00+00:00
BTCUSDT,0.5512,1.2282,0.4488,2025-08-13 12:00:00+00:00
BTCUSDT,0.5452,1.1988,0.4548,2025-08-13 13:00:00+00:00
BTCUSDT,0.5252,1.1061,0.4748,2025-08-13 14:00:00+00:00
BTCUSDT,0.52,1.0833,0.48,2025-08-13 15:00:00+00:00
BTCUSDT,0.5203,1.0846,0.4797,2025-08-13 16:00:00+00:00
BTCUSDT,0.5155,1.064,0.4845,2025-08-13 17:00:00+00:00
BTCUSDT,0.5149,1.0614,0.4851,2025-08-13 18:00:00+00:00
BTCUSDT,0.5152,1.0627,0.4848,2025-08-13 19:00:00+00:00
BTCUSDT,0.5042,1.0169,0.4958,2025-08-13 20:00:00+00:00
BTCUSDT,0.4999,0.9996,0.5001,2025-08-13 21:00:00+00:00
BTCUSDT,0.4988,0.9952,0.5012,2025-08-13 22:00:00+00:00
BTCUSDT,0.496,0.9841,0.504,2025-08-13 23:00:00+00:00
BTCUSDT,0.4884,0.9547,0.5116,2025-08-14 00:00:00+00:00
BTCUSDT,0.4851,0.9421,0.5149,2025-08-14 01:00:00+00:00
BTCUSDT,0.4852,0.9425,0.5148,2025-08-14 02:00:00+00:00
BTCUSDT,0.4989,0.9956,0.5011,2025-08-14 03:00:00+00:00
BTCUSDT,0.4988,0.9952,0.5012,2025-08-14 04:00:00+00:00
BTCUSDT,0.4954,0.9818,0.5046,2025-08-14 05:00:00+00:00
BTCUSDT,0.5001,1.0004,0.4999,2025-08-14 06:00:00+00:00
BTCUSDT,0.5229,1.096,0.4771,2025-08-14 07:00:00+00:00
BTCUSDT,0.5257,1.1084,0.4743,2025-08-14 08:00:00+00:00
BTCUSDT,0.5262,1.1106,0.4738,2025-08-14 09:00:00+00:00
BTCUSDT,0.5311,1.1327,0.4689,2025-08-14 10:00:00+00:00
BTCUSDT,0.5289,1.1227,0.4711,2025-08-14 11:00:00+00:00
BTCUSDT,0.5386,1.1673,0.4614,2025-08-14 12:00:00+00:00
BTCUSDT,0.5587,1.266,0.4413,2025-08-14 13:00:00+00:00
BTCUSDT,0.5875,1.4242,0.4125,2025-08-14 14:00:00+00:00
BTCUSDT,0.591,1.445,0.409,2025-08-14 15:00:00+00:00
BTCUSDT,0.6015,1.5094,0.3985,2025-08-14 16:00:00+00:00
BTCUSDT,0.6085,1.5543,0.3915,2025-08-14 17:00:00+00:00
BTCUSDT,0.6101,1.5648,0.3899,2025-08-14 18:00:00+00:00
BTCUSDT,0.6127,1.582,0.3873,2025-08-14 19:00:00+00:00
BTCUSDT,0.6143,1.5927,0.3857,2025-08-14 20:00:00+00:00
BTCUSDT,0.6156,1.6015,0.3844,2025-08-14 21:00:00+00:00
BTCUSDT,0.6169,1.6103,0.3831,2025-08-14 22:00:00+00:00
BTCUSDT,0.6183,1.6199,0.3817,2025-08-14 23:00:00+00:00
BTCUSDT,0.6187,1.6226,0.3813,2025-08-15 00:00:00+00:00
BTCUSDT,0.6176,1.6151,0.3824,2025-08-15 01:00:00+00:00
BTCUSDT,0.6192,1.6261,0.3808,2025-08-15 02:00:00+00:00
BTCUSDT,0.5928,1.4558,0.4072,2025-08-15 03:00:00+00:00
BTCUSDT,0.5892,1.4343,0.4108,2025-08-15 04:00:00+00:00
BTCUSDT,0.5851,1.4102,0.4149,2025-08-15 05:00:00+00:00
BTCUSDT,0.581,1.3866,0.419,2025-08-15 06:00:00+00:00
BTCUSDT,0.5786,1.373,0.4214,2025-08-15 07:00:00+00:00
BTCUSDT,0.5776,1.3674,0.4224,2025-08-15 08:00:00+00:00
BTCUSDT,0.5755,1.3557,0.4245,2025-08-15 09:00:00+00:00
BTCUSDT,0.5709,1.3305,0.4291,2025-08-15 10:00:00+00:00
BTCUSDT,0.5696,1.3234,0.4304,2025-08-15 11:00:00+00:00
BTCUSDT,0.567,1.3095,0.433,2025-08-15 12:00:00+00:00
BTCUSDT,0.5673,1.3111,0.4327,2025-08-15 13:00:00+00:00
BTCUSDT,0.5693,1.3218,0.4307,2025-08-15 14:00:00+00:00
BTCUSDT,0.5741,1.348,0.4259,2025-08-15 15:00:00+00:00
BTCUSDT,0.5803,1.3827,0.4197,2025-08-15 16:00:00+00:00
BTCUSDT,0.5886,1.4307,0.4114,2025-08-15 17:00:00+00:00
BTCUSDT,0.5898,1.4378,0.4102,2025-08-15 18:00:00+00:00
BTCUSDT,0.5901,1.4396,0.4099,2025-08-15 19:00:00+00:00
BTCUSDT,0.5926,1.4546,0.4074,2025-08-15 20:00:00+00:00
BTCUSDT,0.5937,1.4612,0.4063,2025-08-15 21:00:00+00:00
BTCUSDT,0.5948,1.4679,0.4052,2025-08-15 22:00:00+00:00
BTCUSDT,0.5976,1.4851,0.4024,2025-08-15 23:00:00+00:00
BTCUSDT,0.6,1.5,0.4,2025-08-16 00:00:00+00:00
BTCUSDT,0.5987,1.4919,0.4013,2025-08-16 01:00:00+00:00
BTCUSDT,0.5976,1.4851,0.4024,2025-08-16 02:00:00+00:00
BTCUSDT,0.5934,1.4594,0.4066,2025-08-16 03:00:00+00:00
BTCUSDT,0.5933,1.4588,0.4067,2025-08-16 04:00:00+00:00
BTCUSDT,0.5902,1.4402,0.4098,2025-08-16 05:00:00+00:00
BTCUSDT,0.5885,1.4301,0.4115,2025-08-16 06:00:00+00:00
BTCUSDT,0.5882,1.4284,0.4118,2025-08-16 07:00:00+00:00
BTCUSDT,0.5891,1.4337,0.4109,2025-08-16 08:00:00+00:00
BTCUSDT,0.5891,1.4337,0.4109,2025-08-16 09:00:00+00:00
BTCUSDT,0.588,1.4272,0.412,2025-08-16 10:00:00+00:00
BTCUSDT,0.5869,1.4207,0.4131,2025-08-16 11:00:00+00:00
BTCUSDT,0.5854,1.412,0.4146,2025-08-16 12:00:00+00:00
BTCUSDT,0.5815,1.3895,0.4185,2025-08-16 13:00:00+00:00
BTCUSDT,0.5807,1.3849,0.4193,2025-08-16 14:00:00+00:00
BTCUSDT,0.5807,1.3849,0.4193,2025-08-16 15:00:00+00:00
BTCUSDT,0.5806,1.3844,0.4194,2025-08-16 16:00:00+00:00
BTCUSDT,0.5799,1.3804,0.4201,2025-08-16 17:00:00+00:00
BTCUSDT,0.5785,1.3725,0.4215,2025-08-16 18:00:00+00:00
BTCUSDT,0.578,1.3697,0.422,2025-08-16 19:00:00+00:00
BTCUSDT,0.5784,1.3719,0.4216,2025-08-16 20:00:00+00:00
BTCUSDT,0.5784,1.3719,0.4216,2025-08-16 21:00:00+00:00
BTCUSDT,0.5783,1.3714,0.4217,2025-08-16 22:00:00+00:00
BTCUSDT,0.5814,1.3889,0.4186,2025-08-16 23:00:00+00:00
BTCUSDT,0.5821,1.3929,0.4179,2025-08-17 00:00:00+00:00
BTCUSDT,0.5823,1.3941,0.4177,2025-08-17 01:00:00+00:00
BTCUSDT,0.5834,1.4004,0.4166,2025-08-17 02:00:00+00:00
BTCUSDT,0.5846,1.4073,0.4154,2025-08-17 03:00:00+00:00
BTCUSDT,0.5856,1.4131,0.4144,2025-08-17 04:00:00+00:00
BTCUSDT,0.5838,1.4027,0.4162,2025-08-17 05:00:00+00:00
BTCUSDT,0.5816,1.3901,0.4184,2025-08-17 06:00:00+00:00
BTCUSDT,0.5802,1.3821,0.4198,2025-08-17 07:00:00+00:00
BTCUSDT,0.5815,1.3895,0.4185,2025-08-17 08:00:00+00:00
BTCUSDT,0.5831,1.3987,0.4169,2025-08-17 09:00:00+00:00
BTCUSDT,0.5812,1.3878,0.4188,2025-08-17 10:00:00+00:00
BTCUSDT,0.5813,1.3883,0.4187,2025-08-17 11:00:00+00:00
BTCUSDT,0.5804,1.3832,0.4196,2025-08-17 12:00:00+00:00
BTCUSDT,0.5772,1.3652,0.4228,2025-08-17 13:00:00+00:00
BTCUSDT,0.5765,1.3613,0.4235,2025-08-17 14:00:00+00:00
BTCUSDT,0.5775,1.3669,0.4225,2025-08-17 15:00:00+00:00
BTCUSDT,0.5794,1.3776,0.4206,2025-08-17 16:00:00+00:00
BTCUSDT,0.5777,1.368,0.4223,2025-08-17 17:00:00+00:00
BTCUSDT,0.5788,1.3742,0.4212,2025-08-17 18:00:00+00:00
BTCUSDT,0.5805,1.3838,0.4195,2025-08-17 19:00:00+00:00
BTCUSDT,0.5781,1.3702,0.4219,2025-08-17 20:00:00+00:00
BTCUSDT,0.5792,1.3764,0.4208,2025-08-17 21:00:00+00:00
BTCUSDT,0.5803,1.3827,0.4197,2025-08-17 22:00:00+00:00
BTCUSDT,0.5816,1.3901,0.4184,2025-08-17 23:00:00+00:00
BTCUSDT,0.5826,1.3958,0.4174,2025-08-18 00:00:00+00:00
BTCUSDT,0.5861,1.416,0.4139,2025-08-18 01:00:00+00:00
BTCUSDT,0.5981,1.4882,0.4019,2025-08-18 02:00:00+00:00
BTCUSDT,0.6052,1.5329,0.3948,2025-08-18 03:00:00+00:00
BTCUSDT,0.6133,1.586,0.3867,2025-08-18 04:00:00+00:00
BTCUSDT,0.6211,1.6392,0.3789,2025-08-18 05:00:00+00:00
BTCUSDT,0.6214,1.6413,0.3786,2025-08-18 06:00:00+00:00
BTCUSDT,0.6227,1.6504,0.3773,2025-08-18 07:00:00+00:00
BTCUSDT,0.6272,1.6824,0.3728,2025-08-18 08:00:00+00:00
BTCUSDT,0.6298,1.7012,0.3702,2025-08-18 09:00:00+00:00
BTCUSDT,0.6326,1.7218,0.3674,2025-08-18 10:00:00+00:00
BTCUSDT,0.6344,1.7352,0.3656,2025-08-18 11:00:00+00:00
BTCUSDT,0.636,1.7473,0.364,2025-08-18 12:00:00+00:00
BTCUSDT,0.6389,1.7693,0.3611,2025-08-18 13:00:00+00:00
BTCUSDT,0.6345,1.736,0.3655,2025-08-18 14:00:00+00:00
